talent_entity_id,talent_name,talent_type,related_entity_id,related_entity_type,relationship
b6442f28-06ea-4904-9d0c-f31508d8c157,June Diane Raphael,HOST,e8998502-b2ce-3211-90c1-4ecb1b2a8ebb,show-podcast,HOST
af21ddc0-912e-4c32-a560-d5c750507936,mxmtoon,ARTIST,89c5b496-b616-3046-8fd3-d4fd24057865,show-podcast,HOST
75eb8e53-0bf4-4a44-9ec2-468295e0b8a6,Johnny Knoxville,SXM_HOST,f8fcddaf-b203-4b7f-ae2e-8b540f8e2677,show,HOST
21798dc1-3e87-4e39-8075-c2efadde4cfa,John Fugelsang,SXM_HOST,13bc87ba-3da4-0b5c-cb84-aa27fb4323f8,show,HOST
747ce7c6-780c-46a3-998a-8b418503b938,Wallo267,HOST,3f826384-f445-3265-8985-172c1d50b7f0,show-podcast,HOST
065abaa9-39a0-4cad-ad34-087d6bef3881,The Doobie Brothers,ARTIST,b40dfb8e-0a06-2ea6-e240-9f15a8e3e9e1,show,HOST
7a6d8b4c-ed70-4115-860a-559813ae2f18,Drew Barrymore,ARTIST,764f83d6-fecf-3745-87c3-1f8a85bcb70f,show-podcast,HOST
fef90617-3cdc-4765-93fa-d6eecdd58761,Paul McCartney,ARTIST,fe06d34b-ca1e-3ba0-8df0-5c54f5c61fab,show-podcast,GUEST
c3c2125d-73e6-40c1-be29-5750692c1450,The Allman Brothers Band,ARTIST,7492d3c2-54e0-d38e-afb4-508ad2cadecd,show,PERFORMER
c7379b39-3353-4aa9-bead-70aa64f9db23,Xavier Scruggs,SXM_HOST,4c4d60e0-db5c-22bd-b127-e0cb8cd8985f,show,HOST
edd3dd88-1ff0-42e3-8718-b54ea835001d,Michael Smerconish,SXM_HOST,c4387c03-bf69-4899-596e-fce650f0642c,show,HOST
9b76961e-f194-4120-a9f8-fa909b55140b,Jim Norton,SXM_HOST,e6f4dd8c-3e06-1710-b236-45e2cc92b7b5,show,HOST
39e2db56-2ba1-4ba1-9dfe-ec9b59194033,Hoda Kotb,SXM_HOST,e64314c9-05a0-4802-38b6-8899427fd652,show,HOST
5ee3bf3c-abf5-4b90-a78a-c9a94d23c735,David Fricke,SXM_HOST,5469fc09-d702-826a-cd7a-95cfe410e64a,show,HOST
72c91999-5a6b-4bb3-bc9a-d9584c2f5a81,Jim Jefferies,ARTIST,0ebee85c-8db8-3958-8882-44be75e7132f,show-podcast,HOST
d85b9510-719b-4777-809f-1c96b0e7cabe,Gail Bennington,SXM_HOST,44f0880a-9354-a01b-8937-e4956c3739e5,show,HOST
3ca01daf-c140-4713-9a20-03f7d442aae0,River Butcher,ARTIST,683987ed-b1c5-3d41-bb75-dd16c05626bc,show-podcast,HOST
cb865a68-42dd-4d28-b75e-7b667aa89673,Andy Cohen,SXM_HOST,9cbf0d26-5888-1943-1f3b-f4fe1bceaf5f,show,HOST
06406690-0586-4c10-be06-b98571347be8,Theodora Richards,HOST,934d4dd1-00dd-7d93-7fb3-ef428d72d722,show,HOST
4cc371ba-9963-4531-b3b1-19c59c99dc48,Mike Florio,SXM_HOST,8dbbeb10-b4d7-edf4-20dd-eeb36debc232,show,HOST
266bf3c5-ad56-454a-81f2-25b93f0dbfd2,Amy Nicholson,HOST,8460e529-6369-34f4-9732-e53208716c55,show-podcast,HOST
d7ca3853-0588-4da7-8276-dbbb7cfccb0b,Jim Cornette,HOST,2ce1b15b-d043-3fe9-9fe2-2f2df5ece57a,show-podcast,HOST
b7b5a874-8976-427c-bd19-052504df827f,Doug Benson,ARTIST,0d0ae0fb-7a03-31be-869a-12de0a882c8d,show-podcast,HOST
b224ffae-fe91-4a3b-a024-815fa202b0dd,Chelsea Handler,HOST,a7534ee8-f1aa-33b7-ac42-9b13f5506707,show-podcast,HOST
8ad46c02-0ae2-4a8a-acb9-5b4b716600af,Jim Duquette,SXM_HOST,0ef07069-5b09-d1de-0f9d-24f347b21bc7,show,HOST
ed2c65f6-6bf8-423e-92dc-b87e7417743b,Rich Eisen,SXM_HOST,9a48f724-1ea8-3b3f-b0e6-f4143106aa5f,show-podcast,HOST
df276c93-3fc1-46b2-a85c-84ece61e77e6,Larry the Cable Guy,SXM_HOST,eeab21f3-792e-0dbe-c1e9-1721edcaf3fb,show,HOST
8e9de81d-1f56-47d2-98a5-1167cb9c9a35,Alicia Keys,ARTIST,117f77b4-1335-cb61-333f-abc33c4426b5,show,HOST
72b3d19c-0ac0-4557-b177-d997a03ce3c9,James Corden,ARTIST,4e2f69b9-42ae-f437-3623-c9ebe77782e2,show,HOST
553256ea-a93c-4401-9339-781b29c0db5a,Conan O'Brien,SXM_HOST,cddcdd58-9b3a-2d75-9169-838cdb4456b3,show,HOST
5dff945e-fec0-4731-92ad-9475f306ba13,Rachel Smith,SXM_HOST,3560349d-2365-3c57-b866-7a037021b271,show-podcast,HOST
b22ced9a-1cea-440f-b28a-b0c625ab9518,Greg Levine,HOST,f9061988-1b53-3480-b024-f9213bdaf201,show-podcast,HOST
fbe5cdd5-3eb3-442d-abe7-84e9a33f0a54,Katie Nolan,SXM_HOST,9e865856-78c9-3c1a-89bf-4f5b63083212,show-podcast,HOST
6d369b6b-c95b-43cc-889c-68616e4be0f6,Lori Majewski,SXM_HOST,db3eeac6-d55c-dad4-5caf-f31fbc666a35,show,HOST
efdf31e3-e321-473a-8abd-8ab6dd15e58a,Cardinal Dolan,SXM_HOST,57210e5b-3ae9-48b5-9bc7-ba5dd849682b,show,HOST
1018267a-5fde-405e-90de-9af07cec4f85,Clay Cane,SXM_HOST,d59fc7f6-bf7b-588a-7cd7-6669226a498d,show,HOST
e4ed5636-1395-4187-8121-8050160157de,Jenny Eliscu,SXM_HOST,8bf28935-c635-4c04-ae01-11aa6504308f,show,HOST
eb92040a-3515-4493-a6b8-b11878041063,Adam Conover,HOST,097f4937-cba0-3cb6-a9d5-854e67578e25,show-podcast,HOST
30933ec6-d26c-4dd4-9a59-14906cdc7d35,Nicole Ryan,SXM_HOST,4c4b5428-9b30-35d7-9336-23210594f510,show-podcast,HOST
5f4078d1-1770-48ec-9295-fbd3e50bdca8,Kesha,ARTIST,9bb1990c-9b27-3620-9986-b6d69d48cdb9,show-podcast,PERFORMER
ddbef86c-961c-442b-a53c-d1abdbc773cf,Ryan Sampson,SXM_HOST,b0cb68e6-a901-466b-ac7b-414bf57cd50f,show,HOST
b65d6c23-23cd-421f-9ba4-2b8de4c2128f,Richard Branson,HOST,0c2f0f80-e818-55c9-b782-1167f0cd9514,show,HOST
c0e860c6-c88f-406e-929a-2b1b490cb62e,Charlie Kirk,HOST,58e2a633-b0f4-3f10-ac4f-efb5b6722c31,show-podcast,HOST
ed2c65f6-6bf8-423e-92dc-b87e7417743b,Rich Eisen,SXM_HOST,e16315ca-827c-347e-2d12-e7fb67a773a7,show,HOST
972bb22f-8a5d-4684-b8b8-ac5ce9254507,Heather McDonald,HOST,f50b16d3-9ff4-3f78-a065-41a90e85ab77,show-podcast,HOST
cb271fc0-0625-4baf-96d9-0345b1647bee,Russell Howard,HOST,06b29031-300d-a8c0-bde9-5aaea4daf39d,show,HOST
1708c2b9-cd92-43ab-b775-c47a5bdad49a,Monica Lewinsky,HOST,cac0b435-ee86-3ff9-8c3e-862ec7c2fe4a,show-podcast,HOST
3d5f62df-214d-4c9a-9184-6afe3f63681e,Billie Eilish,ARTIST,7cd70df9-94af-df73-a223-14b55bfdf948,show,PERFORMER
5ef375d7-ee0e-4de2-82e2-1a1a43790f43,Carrie Underwood,ARTIST,ed709b25-0b28-5be4-dbee-180e84e05180,show,HOST
58cdfc84-25c6-4361-86f3-9dde0207d528,Mark Goodman,SXM_HOST,13159afb-8b4d-4a7a-a79c-1e285c8bb6cf,show,HOST
bea76fb4-a595-4d80-add6-0d35b489919f,Joyce Meyer,HOST,3a286a6a-b2d6-39b1-86f9-8330241d70ec,show-podcast,HOST
2ad1b10a-41ea-41a2-9013-792f9572ad26,Pitbull,ARTIST,f77ac21a-32b2-3ff7-a4b5-1a7dd0840ac5,show-podcast,HOST
d434d92a-61b6-471c-8fb2-f82af6d59afd,Ozzy Osbourne,ARTIST,cce5a4cb-a040-d5c3-6f6f-663383df85f9,show,HOST
95acfc47-b9c5-4792-bc9f-a21a27ff84d8,Wynton Marsalis,ARTIST,4477e163-fe6c-8d04-0952-8492d9bcea77,show,HOST
4590fc71-e8f9-4865-a782-5282656c8237,Big Jay Oakerson,SXM_HOST,e8b70d6b-b129-31b4-84f3-4a0825f52842,show-podcast,HOST
436f44f2-5810-41e2-b59c-92cc28f7bbef,Miesha Tate,SXM_HOST,6e4303e6-415c-319d-8517-52fcc93fc3fa,show,HOST
66d6b5ce-129d-4d61-b914-aa4009eba361,Ronnie Dunn,ARTIST,d582a5a1-5953-dabc-ee0a-1bb7c128f08e,show,HOST
0b42d869-b8d9-4f26-ba7c-4f028e938be5,Emma Chamberlain,HOST,cfd5cc57-a0ad-32d6-a9d1-1b4f6766c8e3,show-podcast,HOST
62470ac9-ce57-4141-8bde-8f007791847c,Jess Cagle,SXM_HOST,39386a1a-2c3f-7265-519d-ae1447620634,show,HOST
316dbc64-d6a6-4fcb-8f47-7719571e18ff,Mike Love,ARTIST,8581fd28-a51f-2bd1-8ab6-9c16744b0797,show,HOST
88fa2cf8-aea0-4597-801f-a75a7964e3a4,Jim Daly,SXM_HOST,686f2f11-f346-19ca-997f-f2c3069720c5,show,HOST
ae907d63-bcb5-47cf-842a-50c69b132667,Sheryl Underwood,SXM_HOST,c6983bac-ad1b-346a-9adc-2b89180d5906,show-podcast,HOST
4a3f8765-4b92-44d9-9068-67e86783064a,Nikki Glaser,ARTIST,2778c1ef-0567-f4e5-96b7-08f854e18fbd,show,HOST
58cdfc84-25c6-4361-86f3-9dde0207d528,Mark Goodman,SXM_HOST,d3276ed8-f8db-38c9-b371-9574ac84b21c,show-podcast,HOST
b0d6bda1-0071-433c-b611-5f025b7398a6,Jessica Charman,SXM_HOST,9e908ef9-fa90-090e-bdb1-e6af8e1b6a70,show,HOST
e9ecebce-7928-415e-a4f0-5dadaa453eb1,Kim Ashley,SXM_HOST,9500b9a2-1b49-4983-a962-57fbf495c0c9,show,HOST
45de66f5-03fc-4581-9723-237e1b5bd09c,Jimmy Sturr,ARTIST,25d4ac6d-d139-43c8-8b36-ec033e2e38dd,show,HOST
4c3f9136-a869-4381-945a-054faff69ef3,Pearl Jam,ARTIST,be1bdcae-5474-9d41-e92b-e1f43e81e8f1,show,HOST
b20e5d0b-c48a-4708-b7ef-03282e889e9f,Rob Lowe,HOST,bdbbe6c2-31a1-3716-ae8c-97f387764d38,show-podcast,HOST
33ad5cb8-e322-4802-aed2-b2bdfd54415f,Matt Besser,HOST,d1a5c00d-b12a-360b-81df-64ef8660d831,show-podcast,HOST
bd6a677b-5d5c-419b-a4d0-16913b4fed4e,Jason Bateman,HOST,40adc29b-d29b-edda-a76b-f02c2184d255,show,HOST
71621d95-bc61-429c-b771-1f202f6c1819,Jay Sekulow,SXM_HOST,de8c48aa-7e7e-4c90-a9b8-7fac6be154e9,show,HOST
cd032653-5515-4474-bf68-cd56ec970d93,Alan Hunter,SXM_HOST,13159afb-8b4d-4a7a-a79c-1e285c8bb6cf,show,HOST
cfb3cdbf-141a-4236-a985-0bd13badd884,Downtown Julie Brown,SXM_HOST,349e58e0-a1f9-4652-91f1-e389eab9db02,show,HOST
8b950473-b62d-4c3b-970f-6e0c99ee0986,Casey Kasem,SXM_HOST,874efc67-7783-4c1b-891e-00dbc5a10049,show,HOST
8b524aef-91af-45f8-85d5-65b05a0823d5,Jen Psaki,HOST,7e911803-6568-3925-a3f8-4acc6ba981d6,show-podcast,HOST
7f1dda79-b711-4be4-89af-fad3da147c23,Kurt Braunohler,ARTIST,fa8cffb2-a43b-3c96-9a3f-4b9c7688cf99,show-podcast,HOST
23d6b91e-5b90-4c4d-9ac0-48c79034beb3,Christopher Russo,SXM_HOST,b4eeb7a0-19d5-f099-d704-e70dec4af547,show,HOST
4d9640d8-35ef-47f7-9fed-fa10d49a4b78,Howard Stern,SXM_HOST,5ad6890a-adaf-48bf-adbf-d0bf28def878,show,HOST
d9a58eca-0f41-485c-8605-17e1fb947c94,Paul F. Tompkins,ARTIST,4ee30f39-6a45-3e13-af29-ba75b2440452,show-podcast,HOST
fe7d8a29-383b-466d-8669-1f146528cc82,Elliott Kalan,HOST,96fe2776-a5c2-3c59-9e24-76c9e286bad4,show-podcast,HOST
9c95223a-ff8c-42eb-84be-fb51b734076d,Blackstreet,ARTIST,556bd7a0-adef-ac68-435d-9ead612aacb7,show,PERFORMER
46faad40-5b1b-40a7-9bfc-ec76cb172677,Lewis Howes,HOST,8fb7d501-b208-3114-8523-e724d51f6098,show-podcast,HOST
aa3c8db3-83ee-4644-a0a9-6db1df7ea05f,Michael Rapaport,HOST,dcd2953d-ad5c-3c4d-a9a9-a9b7220d9ae7,show-podcast,HOST
4656512c-482b-4581-b668-410afd387f3d,Frank Sinatra,ARTIST,74d97d5b-fcf0-6206-1069-2715c7f32e27,show,PERFORMER
6f3633bc-72e5-4193-9d88-7b3541c127af,Steve Phillips,SXM_HOST,86958740-3176-bf1b-9028-b69eb6739e8b,show,HOST
1d092068-0924-4107-b446-7533447a97d9,Jeff Foxworthy,SXM_HOST,b1b48191-ceee-5d03-fea2-6c24c3388b66,show,HOST
05da5119-de9a-4625-8c74-b03deb345182,Björk,ARTIST,61d2caa8-4b6f-310c-ba79-a3f7817f1f76,show-podcast,HOST
1e9b050f-6989-4afe-88fd-3829597ee32c,Måneskin,ARTIST,02e6c3c4-c6c1-cf8f-4c4a-e5861226573c,show,PERFORMER
291c7147-5282-4749-8433-cad790bd47f8,Phish,ARTIST,1dea9355-10f4-8fa5-f9fa-a447d1e0b9f0,show,HOST
77f99c54-f234-4613-bfdf-3b41417c2f76,Tom Segura,ARTIST,277e8ef1-7061-315f-a81b-c2d88736a3c5,show-podcast,HOST
291c7147-5282-4749-8433-cad790bd47f8,Phish,ARTIST,533225c4-e6f6-9c1a-d1e7-73eadf75f960,show,HOST
3177a68b-d4e6-4976-a1f4-f741523ff78f,Kevin Hart,SXM_HOST,0d3554ac-5919-3492-b0b0-71c43163ad90,show-podcast,HOST
f0f13d9f-b1e6-4bcf-b4da-7d66df710ef6,Ezra Klein,HOST,c2526fc4-3046-38cd-9ab6-064d63edad41,show-podcast,HOST
fedc2c0d-b2ca-44c0-bbc6-541e5ccdefbc,Dangerous Darren,SXM_HOST,01538ed3-d2ec-42f8-b18b-f2f223394b02,show,HOST
bed37169-ec7b-435b-b3b8-df49129ede5d,Richard Marx,ARTIST,b0347d1d-8349-6622-cd3a-02010b2a9e55,show,HOST
1cd67191-8866-483e-a473-3719c96fe736,Bully Ray,SXM_HOST,5299813b-b120-b278-242e-67ad85a1e41b,show,HOST
f600f325-d107-4306-82e4-e305f9eac062,Joel Osteen,SXM_HOST,1984f5ed-78b7-068b-e36a-1fcbae9af2a9,show,HOST
5314100e-2a6a-423e-ac37-2648feb24413,Bert Kreischer,HOST,277e8ef1-7061-315f-a81b-c2d88736a3c5,show-podcast,HOST
1cd67191-8866-483e-a473-3719c96fe736,Bully Ray,SXM_HOST,9ee1e6db-a5aa-31ae-bb1e-7d32edcb47bf,show-podcast,HOST
36822f76-672f-4559-a033-fbb47f996910,Jesse Watters,HOST,67fde960-92e8-344b-a33f-9c0626dd7e15,show-podcast,HOST
290017fe-2a0c-4ec7-a31f-0bd4aa9c2f0e,Giuseppe Verdi,ARTIST,0a4384ef-6eb6-20e2-acef-bda4c71af0f6,show,PERFORMER
b5c2dfaf-4820-4e1a-a195-181d0a8afe82,Griffin McElroy,HOST,d0a4c4de-d41c-341a-84f0-08e149c98c55,show-podcast,HOST
553256ea-a93c-4401-9339-781b29c0db5a,Conan O'Brien,SXM_HOST,417aee0d-91ea-0339-11a3-1677fa755f5d,show,HOST
6d369b6b-c95b-43cc-889c-68616e4be0f6,Lori Majewski,SXM_HOST,35a57cf4-cffe-877a-ad92-59827a39b095,show,HOST
0af82f30-47b0-47c1-a6c2-2141c45395fe,Angela Kinsey,HOST,0262ea51-92f6-3dae-af49-c0297401ed7d,show-podcast,HOST
184fe930-9b9a-4ad9-af7a-a64f177c0a11,John Legend,ARTIST,89fa5b7f-45ba-1856-3a54-0223f95e1d5e,show,PERFORMER
6f3633bc-72e5-4193-9d88-7b3541c127af,Steve Phillips,SXM_HOST,1852b3ee-c0e8-1730-60f6-d5de04ae99f3,show,HOST
266bf3c5-ad56-454a-81f2-25b93f0dbfd2,Amy Nicholson,HOST,2ec64d2d-3469-3306-99c5-461ca435ab47,show-podcast,HOST
88fa2cf8-aea0-4597-801f-a75a7964e3a4,Jim Daly,SXM_HOST,63306fc4-b3a9-4ee0-89de-a6e55a3a2d6b,show,HOST
1e51bb63-9b18-44bb-8ff4-f39963999dad,Megyn Kelly,SXM_HOST,886a27ad-eda6-e653-5ff3-93871250322c,show,HOST
201da46a-1993-467a-a765-cbf6b4a4553a,Robert Kelly,SXM_HOST,e8b70d6b-b129-31b4-84f3-4a0825f52842,show-podcast,HOST
23d6b91e-5b90-4c4d-9ac0-48c79034beb3,Christopher Russo,SXM_HOST,eaa8a676-ce51-9317-14f4-89d5d49d0044,show,HOST
0faf1591-d68d-40fa-8caf-e85d0e321df3,Alec Ingold,SXM_HOST,def1d118-cb38-c092-2b14-d25db274d6ac,show,HOST
874811ae-dacf-408b-8875-8f9dabfa6a63,Slim Jim Phantom,SXM_HOST,eab32899-8863-ebaf-965d-9f21725bd0f8,show,HOST
fd55de60-1629-451a-af22-980caa138c28,Cameron Esposito,HOST,683987ed-b1c5-3d41-bb75-dd16c05626bc,show-podcast,HOST
576e0cc7-63eb-41e7-88c3-7be1bad19043,Billy Joel,ARTIST,c19ded57-8d46-13b3-211b-5d644577d151,show,HOST
f48a45c8-068f-422e-b8c7-1adb32f65b78,Bob Harris,SXM_HOST,e728bf18-1c3d-9375-d676-2e1c257ecc8d,show,HOST
ba1c7541-c769-4c37-ba5e-099faff8632e,Mike Birbiglia,ARTIST,8562953f-159f-3597-a67a-da07a50e8fae,show-podcast,HOST
a14a7f49-4d80-418c-a93a-2d13a0b4a0ff,Jimmy Buffett,ARTIST,2ace05a8-9de9-c378-7f47-d06daeb54861,show,PERFORMER
34234f68-f46a-4a93-bc17-b613a8898ffb,Jose Mangin,SXM_HOST,bc215e85-e759-4e34-1a9c-acdb629e9f76,show,HOST
780b6d56-668f-4da3-ab64-d221b5d37ea0,Hari Kondabolu,ARTIST,6e1b74d3-6222-302b-aff6-36956114af39,show-podcast,HOST
8359e07f-dc79-490b-8b42-e81350b497f5,Ne-Yo,ARTIST,e348d866-3fbe-36f6-f25a-72cc68b7f4a5,show,HOST
a8a67e6e-e5bc-43bd-ab99-35ed54880d3a,Dan Savage,HOST,03ee242f-64d3-3a03-9ce3-90a5f87f3ae2,show-podcast,HOST
23d6b91e-5b90-4c4d-9ac0-48c79034beb3,Christopher Russo,SXM_HOST,472b0fd3-d495-4410-a858-046b5ad9a5a4,show,HOST
f319c835-5ca8-4e64-9ac3-af3fff839c79,Grace O'Malley,SXM_HOST,ee73d32c-5702-3d06-a885-01fb0ff6b1d1,show-podcast,HOST
8fe863fc-3155-443a-9bab-9db9b48a1dfa,Michelangelo Signorile,SXM_HOST,15343f0b-11fa-81af-9cd0-42ea706439a5,show,HOST
4d9640d8-35ef-47f7-9fed-fa10d49a4b78,Howard Stern,SXM_HOST,af7721ad-abb1-4e83-e3c6-3dc6046ee648,show,HOST
3d2d6c0c-1e97-4177-bb4e-19bdc6dd30b4,Wolf Blitzer,SXM_HOST,634bccc8-e362-3d82-b2e2-e979ccb9eb05,show-podcast,HOST
291c7147-5282-4749-8433-cad790bd47f8,Phish,ARTIST,e426cc08-80e6-d493-5f79-33c2747df836,show,HOST
db8ce726-cf14-4e66-8fcf-12ec5ef972b4,Travis McElroy,HOST,d0a4c4de-d41c-341a-84f0-08e149c98c55,show-podcast,HOST
618c4071-80ac-4f35-bd4a-529c2c78d06e,Fortune Feimster,SXM_HOST,e6f4dd8c-3e06-1710-b236-45e2cc92b7b5,show,HOST
c764b4dc-a877-456e-964d-70de01644a2c,Tom Brady,SXM_HOST,435a6ced-3c4e-8403-db42-e317f201c77c,show,HOST
c5a6ae8e-3725-4ec7-8b1f-f28173f1e87b,Jason Smith,SXM_HOST,4ae2cafb-b5d6-3e78-cab7-9f357bf78926,show,HOST
3177a68b-d4e6-4976-a1f4-f741523ff78f,Kevin Hart,SXM_HOST,445c96fa-5eb3-8dff-d897-ef920aa91476,show,HOST
0c3ec5e4-24ef-48ab-8890-6d923431d6a0,Keith Richards,ARTIST,82705672-dfa1-23ca-6651-62bef336beaa,show,GUEST
6989a235-e8d9-4644-81a1-73df761f3fc9,Bruce Springsteen,ARTIST,5acd9fe4-04ce-4618-b491-8688731495a3,show,HOST
d1241f1a-979a-4dc4-8eab-38360ae10748,Jim O'Heir,HOST,f9061988-1b53-3480-b024-f9213bdaf201,show-podcast,HOST
3c13422a-0df2-47b9-8cb0-50c10dbd5ba8,Heather B,SXM_HOST,346252cd-cd6a-9ec0-f96e-6504aae40317,show,HOST
6eed3020-3671-4579-bafd-b521650f27c3,Marky Ramone,ARTIST,7d3dc07a-2e91-277b-2e4a-8eee297a1f47,show,HOST
0a60285c-d0e1-426e-8b0e-7ee23a00672c,Torae,SXM_HOST,e51e0208-cc1a-237a-77e3-0c5a29786552,show,HOST
a56de98e-98a9-4ee3-95c3-cef8ca5b2188,Michael Lewis,GUEST,717a8bcc-98b8-3e59-8337-951f68c55369,show-podcast,HOST
01e1e24d-df50-45da-9a70-2d6910664a58,Randi Zuckerberg,SXM_HOST,09245ff1-897f-3c82-a3bb-6bf9f6c705c0,show-podcast,HOST
3c13422a-0df2-47b9-8cb0-50c10dbd5ba8,Heather B,SXM_HOST,f8bc644d-6368-4837-a230-7503b9bb0537,show,HOST
7be60aa9-ebd8-4c63-b8e1-228fe47da08d,Mike Babchik,SXM_HOST,560d39d9-9559-8951-c373-84dd04e2c625,show,HOST
7f1dda79-b711-4be4-89af-fad3da147c23,Kurt Braunohler,ARTIST,fb7401d3-a4c6-3346-8de6-6bdea66b3331,show-podcast,HOST
95ffacc4-89f7-4d34-990d-95856aee90b9,Jeff Lewis,SXM_HOST,2c7f0054-7d01-30bf-a25b-149005313a1c,show-podcast,HOST
f600f325-d107-4306-82e4-e305f9eac062,Joel Osteen,SXM_HOST,2c1d1fc4-d503-2d62-8f1b-716e25146715,show,HOST
09e2e360-64f0-4ccf-9251-94da2d6fbdb0,Norah Jones,ARTIST,cb726512-34e2-373d-92ed-bda1904bf002,show-podcast,HOST
fcb86638-d6d1-49e1-8bcf-efa10b97dd82,David Westin,SXM_HOST,f2cf2096-7c28-5759-317b-746ba34d8c34,show,HOST
7a52f074-985b-4282-9ff7-2fb1944c54a6,Bevy Smith,SXM_HOST,f21d409e-56aa-a643-59a5-47a550b02d3c,show,HOST
281fb8e1-b5c3-406f-9e88-3c6beb2f2eca,Wayne Gretzky,HOST,44ccdd25-ffd4-406d-d470-255d564ab13e,show,HOST
df276c93-3fc1-46b2-a85c-84ece61e77e6,Larry the Cable Guy,SXM_HOST,819a81c3-7f8a-3805-0453-4f6a1fd12d8f,show,HOST
c9e504bc-1238-474c-a648-9dfa5aea2374,Ron Bennington,SXM_HOST,0b5d14d5-11d8-8651-39c7-c86901d86100,show,HOST
290017fe-2a0c-4ec7-a31f-0bd4aa9c2f0e,Giuseppe Verdi,ARTIST,40c773ba-a1c8-5f54-7f07-753054acdb32,show,PERFORMER
bb249904-8814-4c4d-b698-a6fbb9e4f295,Seth Rogen,HOST,79b02dcd-f1b4-e0ea-b291-6da58729cc37,show,GUEST
50813ada-7c53-4e3e-ba4e-37881c8bc12e,Lupe Fiasco,ARTIST,57cf61ad-a220-3917-21e5-266326cf1467,show,HOST
af260567-9374-4889-8438-7816bf7ab56e,Red Hot Chili Peppers,ARTIST,32af7db5-1c7e-b166-cfa1-999efdf6f9bf,show,PERFORMER
