channel_entity_id,channel_entity_type,channel_name,channel_number,super_category_term,category_term,genre_entity_id,genre_entity_name,channel_description,channel_image_url,player_landing_page,score
23771c8c-4631-0fa1-2038-b793bc7e404b,channel-linear,Águila,153,Music,Latino,1026ee80-f147-4d7a-aaed-92337aebd343,Latin,Regional Mexican music,if/a2/a2907c37ebd03aa598a1772fc8265e59_1758321812.jpg,https://www.siriusxm.com/player/channel-linear/entity/23771c8c-4631-0fa1-2038-b793bc7e404b,1
53b80144-2cb1-e723-07fd-6b164434b186,channel-linear,Caliente,152,Music,Latino,1026ee80-f147-4d7a-aaed-92337aebd343,Latin,Tropical Latin hits,aem/85/85f1f8332b4c0bcd9a4a9bd3d4cea3b7_1699375595.jpeg,https://www.siriusxm.com/player/channel-linear/entity/53b80144-2cb1-e723-07fd-6b164434b186,1
7b32233d-bf01-9654-d97f-9e261aad3d8f,channel-linear,The Groove,51,Music,Hip-Hop/R&B,152c138f-15ec-4514-9129-0e8be5bcaf0c,R&B,70s & 80s old-school R&B,aem/b0/b03e047395276bbe21bc23d86f10d851_1720474732.jpeg,https://www.siriusxm.com/player/channel-linear/entity/7b32233d-bf01-9654-d97f-9e261aad3d8f,1
25de1705-19ad-6f6e-d45f-3f8775a37800,channel-linear,Heart & Soul,47,Music,Hip-Hop/R&B,152c138f-15ec-4514-9129-0e8be5bcaf0c,R&B,Adult R&B hits,aem/77/77082da9d648fe207103bd3085245a97_1732039945.jpeg,https://www.siriusxm.com/player/channel-linear/entity/25de1705-19ad-6f6e-d45f-3f8775a37800,1
aa46ae69-ab44-f416-58ee-9fdf07462c0e,channel-linear,Smokey's Soul Town,74,Music,Hip-Hop/R&B,152c138f-15ec-4514-9129-0e8be5bcaf0c,R&B,Classic R&B hosted by Smokey,aem/b5/b56d97054d4c45b9e5aca9167d3b1d53_1699419936.jpeg,https://www.siriusxm.com/player/channel-linear/entity/aa46ae69-ab44-f416-58ee-9fdf07462c0e,0.6711399493015828
05cd3a1a-d292-3b8e-e8c9-1566d0726994,channel-linear,SiriusXM FLY,50,Music,Hip-Hop/R&B,152c138f-15ec-4514-9129-0e8be5bcaf0c,R&B,90s/00s hip-hop/R&B (explicit),aem/b9/b9d3b07a5174ea2e2879cf6b26b97d8a_1712942245.jpeg,https://www.siriusxm.com/player/channel-linear/entity/05cd3a1a-d292-3b8e-e8c9-1566d0726994,0.640512276778088
c2a517d4-c02f-06eb-77cf-f81bfa719188,channel-linear,The Heat,46,Music,Hip-Hop/R&B,152c138f-15ec-4514-9129-0e8be5bcaf0c,R&B,Today’s hottest R&B and hip-hop,aem/9c/9c0a7c2889ff399b130b9db7b96ccb17_1699375857.jpeg,https://www.siriusxm.com/player/channel-linear/entity/c2a517d4-c02f-06eb-77cf-f81bfa719188,0.6294712221224968
d3253c66-e1e1-331b-02e6-71580c33791b,channel-linear,Y2Kountry,57,Music,Country,1d81e9dc-073c-40b8-add4-2d4d8dda1c0f,2000s,"2000s country, so far",aem/e2/e22069d6e20af74f9ad616ddb535c6e2_1722985463.jpeg,https://www.siriusxm.com/player/channel-linear/entity/d3253c66-e1e1-331b-02e6-71580c33791b,1
44f9129f-579a-3d23-218f-3c3518036fc6,channel-linear,PopRocks,6,Music,Pop,1d81e9dc-073c-40b8-add4-2d4d8dda1c0f,2000s,90s & 2000s pop/rock hits,aem/2d/2d8bf24b356e893053cd857e0f8001e8_1732039966.jpeg,https://www.siriusxm.com/player/channel-linear/entity/44f9129f-579a-3d23-218f-3c3518036fc6,0.8183093107485001
f936a498-89c7-bc15-f158-19a015db0683,channel-linear,SiriusXM Turbo,41,Music,Rock,1d81e9dc-073c-40b8-add4-2d4d8dda1c0f,2000s,90s/2000s hard rock (explicit),aem/c5/c561a46522272d6ac111f0912f09209e_1721136931.jpeg,https://www.siriusxm.com/player/channel-linear/entity/f936a498-89c7-bc15-f158-19a015db0683,0.6590123435611834
8156ef7f-df74-0d28-404a-8567b13dee05,channel-linear,Jimmy Fallon Holiday Seasoning Radio,15,null,null,1d81e9dc-073c-40b8-add4-2d4d8dda1c0f,2000s,Jimmy Fallon's holiday picks,aem/8e/8ea4844f27343dccaad4546434e03eb9_1761846473.png,https://www.siriusxm.com/player/channel-linear/entity/8156ef7f-df74-0d28-404a-8567b13dee05,0.5294459197111113
32c4747f-8739-d578-62d8-08a92d518445,channel-linear,Lithium,34,Music,Rock,1f98046d-cbcd-4e14-8a66-c7544152cfe7,Alternative & Indie,90s alternative & grunge rock,aem/80/80ac7faa34c83336964a07748e913d36_1732039965.jpeg,https://www.siriusxm.com/player/channel-linear/entity/32c4747f-8739-d578-62d8-08a92d518445,1
65f04311-3581-256c-97b9-279838d6ff5e,channel-linear,1st Wave,33,Music,Rock,1f98046d-cbcd-4e14-8a66-c7544152cfe7,Alternative & Indie,Classic alternative & new wave,aem/1c/1c2af6cc5cfa853e9acfa0f6614d62d4_1732039943.jpeg,https://www.siriusxm.com/player/channel-linear/entity/65f04311-3581-256c-97b9-279838d6ff5e,1
fd5740ec-7f11-0ecf-f676-46f9dc056d2c,channel-linear,Alt Nation,36,Music,Rock,1f98046d-cbcd-4e14-8a66-c7544152cfe7,Alternative & Indie,New alternative rock,aem/97/97bfbc3f33fd14411f2429ebbdba77a2_1732039939.jpeg,https://www.siriusxm.com/player/channel-linear/entity/fd5740ec-7f11-0ecf-f676-46f9dc056d2c,0.716637006396238
41f8b174-fb06-1707-aaa7-e74e109c2ee9,channel-linear,The Coffee House,17,Music,Pop,1f98046d-cbcd-4e14-8a66-c7544152cfe7,Alternative & Indie,"Acoustic, stripped-down songs",aem/29/29088ee0abc299f909cbcd6d8ab8ee86_1732039930.jpeg,https://www.siriusxm.com/player/channel-linear/entity/41f8b174-fb06-1707-aaa7-e74e109c2ee9,0.5984697491820608
7a642de7-c33f-a628-efb2-3d94a829d17b,channel-linear,Classic Rewind,25,Music,Rock,301267c3-52d7-4f5e-85c4-cea88b12a34f,Rock,70s/80s classic rock,aem/69/69d2c32f61070fd46c67474d5c5293a2_1714150732.jpeg,https://www.siriusxm.com/player/channel-linear/entity/7a642de7-c33f-a628-efb2-3d94a829d17b,1
1898923d-071d-0abd-1a62-ed0d2702d4f1,channel-linear,The Bridge,14,Music,Rock,301267c3-52d7-4f5e-85c4-cea88b12a34f,Rock,Mellow classic rock,aem/81/81065708fd0c2908bf9b9418b9e16840_1699375797.jpeg,https://www.siriusxm.com/player/channel-linear/entity/1898923d-071d-0abd-1a62-ed0d2702d4f1,0.8415411345965009
9150cc82-af5c-3be3-d170-0e81d87375a8,channel-linear,Yacht Rock Radio,15,Music,Pop,301267c3-52d7-4f5e-85c4-cea88b12a34f,Rock,70s/80s smooth-sailing soft rock,if/96/9672abd990a03979a8f36d48efa00ae0_1753979587.jpg,https://www.siriusxm.com/player/channel-linear/entity/9150cc82-af5c-3be3-d170-0e81d87375a8,0.805540160114416
5ad8659a-414a-9e26-b973-f5a229d788dd,channel-linear,Classic Vinyl,26,Music,Rock,301267c3-52d7-4f5e-85c4-cea88b12a34f,Rock,Early vinyl classic rock,aem/e8/e8d8a8c47fcc1763b8af5620a0b53fe4_1699375250.jpeg,https://www.siriusxm.com/player/channel-linear/entity/5ad8659a-414a-9e26-b973-f5a229d788dd,0.7713560676034099
80867fa3-093f-b076-bedc-af8d71cb54ab,channel-linear,Faction Talk,103,Talk,Entertainment,328cd004-dc61-4a11-ae08-14a468959ff0,Comedy,Unfiltered talk (explicit),aem/3e/3e0019426e30f133f35713b27b1fc977_1732040003.jpeg,https://www.siriusxm.com/player/channel-linear/entity/80867fa3-093f-b076-bedc-af8d71cb54ab,1
96f5d0e4-ebff-564a-6c39-70a4a642e360,channel-linear,Netflix Is A Joke Radio,93,Talk,Comedy,328cd004-dc61-4a11-ae08-14a468959ff0,Comedy,Stand-up comedy (explicit),aem/48/4886b0f277b29b333e4d3926e964a6fb_1726081829.jpeg,https://www.siriusxm.com/player/channel-linear/entity/96f5d0e4-ebff-564a-6c39-70a4a642e360,0.8859722807106482
d7151f52-694d-64b7-4e31-9b2f4f534454,channel-linear,Pure Comedy,98,Talk,Comedy,328cd004-dc61-4a11-ae08-14a468959ff0,Comedy,The best profanity-free comedy,if/de/de652050d1093a36988fbc7923b7cbf1_1747939942.jpg,https://www.siriusxm.com/player/channel-linear/entity/d7151f52-694d-64b7-4e31-9b2f4f534454,0.7902852992030189
3cebb3a3-6b03-2ad2-e5be-d9f4841249a2,channel-linear,Comedy Roundup,97,Talk,Comedy,328cd004-dc61-4a11-ae08-14a468959ff0,Comedy,All American comedy (explicit),aem/2e/2ec1d32c5e145269a33d17ef7fc15b18_1699376086.jpeg,https://www.siriusxm.com/player/channel-linear/entity/3cebb3a3-6b03-2ad2-e5be-d9f4841249a2,0.7804817778536778
771bf1f6-3885-aa77-e98a-51f5dcccbeba,channel-linear,Comedy Central Radio,95,Talk,Comedy,328cd004-dc61-4a11-ae08-14a468959ff0,Comedy,Stand-up uncensored (explicit),if/ba/ba5b28f780843109b8c59d345a5d9f49_1740506423.jpg,https://www.siriusxm.com/player/channel-linear/entity/771bf1f6-3885-aa77-e98a-51f5dcccbeba,0.7153754600897511
51f88432-8311-37e0-b57d-9b0ab63f5ce9,channel-linear,ESPN Radio,80,Sports,Sports Talk,364d2811-9199-4b92-8409-3b2f823bcc65,Sports Talk,Sports Talk from ESPN,aem/9b/9b0c17a47aee95f87539141b976de5ee_1699375501.jpeg,https://www.siriusxm.com/player/channel-linear/entity/51f88432-8311-37e0-b57d-9b0ab63f5ce9,1
66e0c959-ced8-2958-5d2c-c19ca4f770a4,channel-linear,Fantasy Sports Radio,87,Sports,Sports Talk,364d2811-9199-4b92-8409-3b2f823bcc65,Sports Talk,24/7 fantasy sports talk,aem/7e/7e15618b33ededf4d0eeee2bd628275f_1732040029.jpeg,https://www.siriusxm.com/player/channel-linear/entity/66e0c959-ced8-2958-5d2c-c19ca4f770a4,1
c875a2e9-2768-ed46-5487-4e3e667ae553,channel-linear,SiriusXM NASCAR Radio,90,Sports,Sports Talk,364d2811-9199-4b92-8409-3b2f823bcc65,Sports Talk,24/7 NASCAR talk & live races,aem/8d/8d12854d8b1408790709ff4554c3911d_1720452489.jpeg,https://www.siriusxm.com/player/channel-linear/entity/c875a2e9-2768-ed46-5487-4e3e667ae553,1
f3126d70-09ea-bd0c-57cd-af5ab798f313,channel-linear,SiriusXM NFL Radio,88,Sports,Sports Talk,364d2811-9199-4b92-8409-3b2f823bcc65,Sports Talk,24/7 NFL talk & live games,aem/25/25c9c9bd5c215c0e50388a7ee2a6e9e6_1738952011.jpeg,https://www.siriusxm.com/player/channel-linear/entity/f3126d70-09ea-bd0c-57cd-af5ab798f313,1
23999ddf-2cc2-35e2-7d04-6cc2749043d0,channel-linear,Mad Dog Sports Radio,82,Sports,Sports Talk,364d2811-9199-4b92-8409-3b2f823bcc65,Sports Talk,Chris Russo & more,aem/a6/a6032701c75734ec618b2e6625c23b38_1699375792.jpeg,https://www.siriusxm.com/player/channel-linear/entity/23999ddf-2cc2-35e2-7d04-6cc2749043d0,0.8478265734801979
2b6effb8-eb0e-7421-d7bb-d843a9ff3ce1,channel-linear,CNBC,112,News,News/Public Radio,3653b422-22b0-448e-bd38-85060f77a8c1,Business,CNBC Simulcast,if/7a/7a3b80ae2ebc36f8b97e64a5246ed1fe_1766823031.png,https://www.siriusxm.com/player/channel-linear/entity/2b6effb8-eb0e-7421-d7bb-d843a9ff3ce1,1
9a32cb1d-e158-5f34-79be-cbeaca00cd11,channel-linear,FOX Business,113,News,News/Public Radio,3653b422-22b0-448e-bd38-85060f77a8c1,Business,FOX Business Simulcast,aem/5c/5c587f4098dd47ea319d30ffbd246b09_1699375781.jpeg,https://www.siriusxm.com/player/channel-linear/entity/9a32cb1d-e158-5f34-79be-cbeaca00cd11,1
f4a5f723-128d-c383-1787-291d52f47020,channel-linear,FOX News Headlines 24/7,115,News,News/Public Radio,3653b422-22b0-448e-bd38-85060f77a8c1,Business,"FOX News Headlines, 24/7",aem/e1/e15d528cc3a68e24bdafc19796d2ffc4_1699375998.jpeg,https://www.siriusxm.com/player/channel-linear/entity/f4a5f723-128d-c383-1787-291d52f47020,0.7372002425188379
c46c9810-6274-a715-a8b9-de9d4ac33873,channel-linear,Symphony Hall,78,Music,Jazz/Standards/Classical,3d587e0b-48a9-4a30-b549-03478112e368,Classical,Classical music for everyone,if/cc/ccb8a729794f33748f8c76558812c326_1740160031.jpg,https://www.siriusxm.com/player/channel-linear/entity/c46c9810-6274-a715-a8b9-de9d4ac33873,1
906e5792-c7fe-5ea8-90f0-002dcfaa34fe,channel-xtra,Classical for Sleep,1247,Music,Relax,3d587e0b-48a9-4a30-b549-03478112e368,Classical,Slow & serene classical music,aem/44/447d47185af32edae81a45d716f6711f_1731946406.jpeg,https://www.siriusxm.com/player/channel-xtra/entity/906e5792-c7fe-5ea8-90f0-002dcfaa34fe,0.27983955061732
d3253c66-e1e1-331b-02e6-71580c33791b,channel-linear,Y2Kountry,57,Music,Country,3f825bad-54c8-4078-b17e-84893e7683ad,2010s,"2000s country, so far",aem/e2/e22069d6e20af74f9ad616ddb535c6e2_1722985463.jpeg,https://www.siriusxm.com/player/channel-linear/entity/d3253c66-e1e1-331b-02e6-71580c33791b,1
9e8d6f72-0b59-85cf-a222-b18d38acdc0f,channel-linear,The Pulse,5,Music,Pop,3f825bad-54c8-4078-b17e-84893e7683ad,2010s,Today’s pop music,if/ae/aeedaed37f4e33c0bef4171cb1c33e28_1766821555.png,https://www.siriusxm.com/player/channel-linear/entity/9e8d6f72-0b59-85cf-a222-b18d38acdc0f,0.6424538687380777
8156ef7f-df74-0d28-404a-8567b13dee05,channel-linear,Jimmy Fallon Holiday Seasoning Radio,15,null,null,3f825bad-54c8-4078-b17e-84893e7683ad,2010s,Jimmy Fallon's holiday picks,aem/8e/8ea4844f27343dccaad4546434e03eb9_1761846473.png,https://www.siriusxm.com/player/channel-linear/entity/8156ef7f-df74-0d28-404a-8567b13dee05,0.5294459197111113
f9227748-d27b-0bff-6efb-684024c9f555,channel-xtra,Chill Instrumental,1092,Music,Instrumentals,42f88a7f-0cc5-437c-bdd3-748687a7b153,Focus,Wordless downtempo music,aem/14/144300324378e69bad67a4b21b4b6bb2_1699375239.jpeg,https://www.siriusxm.com/player/channel-xtra/entity/f9227748-d27b-0bff-6efb-684024c9f555,1
a7f81827-6d67-d778-e354-0ca68d1d7ec7,channel-xtra,Classical Studyscape,1256,Music,Relax,42f88a7f-0cc5-437c-bdd3-748687a7b153,Focus,Classical music for focus,aem/fd/fdba3f40a85c30ae34f49d0358db04b3_1730908707.jpeg,https://www.siriusxm.com/player/channel-xtra/entity/a7f81827-6d67-d778-e354-0ca68d1d7ec7,1
0fed9647-cc82-24d7-526d-98762e8a52cd,channel-linear,Octane,37,Music,Rock,52151af9-8314-441d-a39e-e9d941e726d7,Hard Rock & Metal,New hard rock (explicit),aem/28/28f073cbcdf4aef5a90c063b471e9048_1732039963.jpeg,https://www.siriusxm.com/player/channel-linear/entity/0fed9647-cc82-24d7-526d-98762e8a52cd,1
b8b47809-4e8e-f556-8325-bd45fa3d4dc4,channel-linear,Hair Nation,39,Music,Rock,52151af9-8314-441d-a39e-e9d941e726d7,Hard Rock & Metal,80s hair metal & glam,aem/42/42cc6d3e90e463902c171ae02d0f779e_1732039949.jpeg,https://www.siriusxm.com/player/channel-linear/entity/b8b47809-4e8e-f556-8325-bd45fa3d4dc4,1
fed8de31-8d51-8949-6c69-2035fb0485b0,channel-linear,Ozzy's Boneyard,38,Music,Rock,52151af9-8314-441d-a39e-e9d941e726d7,Hard Rock & Metal,Hard & heavy classic rock,if/4d/4d7995b295f0399a8fbb957187d287ed_1753286595.jpg,https://www.siriusxm.com/player/channel-linear/entity/fed8de31-8d51-8949-6c69-2035fb0485b0,1
f936a498-89c7-bc15-f158-19a015db0683,channel-linear,SiriusXM Turbo,41,Music,Rock,52151af9-8314-441d-a39e-e9d941e726d7,Hard Rock & Metal,90s/2000s hard rock (explicit),aem/c5/c561a46522272d6ac111f0912f09209e_1721136931.jpeg,https://www.siriusxm.com/player/channel-linear/entity/f936a498-89c7-bc15-f158-19a015db0683,0.7552702478859424
35b0a4e3-b63d-b68e-4c34-6462579a8721,channel-linear,Maximum Metallica,42,Music,Rock,52151af9-8314-441d-a39e-e9d941e726d7,Hard Rock & Metal,"Metallica, 24/7 (explicit)",if/93/93ed5e888fb03cd1b924feb0ca07d8a5_1763655544.jpg,https://www.siriusxm.com/player/channel-linear/entity/35b0a4e3-b63d-b68e-4c34-6462579a8721,0.5224919194461976
32566352-8e68-80f8-fe11-3f9715b63876,channel-linear,Prime Country,58,Music,Country,53e4aa09-ced2-425f-85ba-b5071fd151fc,90s,80s & 90s country classics,aem/2d/2db8cd9cbbaa9ad75b7981ed6528495c_1707515753.jpeg,https://www.siriusxm.com/player/channel-linear/entity/32566352-8e68-80f8-fe11-3f9715b63876,1
44f9129f-579a-3d23-218f-3c3518036fc6,channel-linear,PopRocks,6,Music,Pop,53e4aa09-ced2-425f-85ba-b5071fd151fc,90s,90s & 2000s pop/rock hits,aem/2d/2d8bf24b356e893053cd857e0f8001e8_1732039966.jpeg,https://www.siriusxm.com/player/channel-linear/entity/44f9129f-579a-3d23-218f-3c3518036fc6,1
32c4747f-8739-d578-62d8-08a92d518445,channel-linear,Lithium,34,Music,Rock,53e4aa09-ced2-425f-85ba-b5071fd151fc,90s,90s alternative & grunge rock,aem/80/80ac7faa34c83336964a07748e913d36_1732039965.jpeg,https://www.siriusxm.com/player/channel-linear/entity/32c4747f-8739-d578-62d8-08a92d518445,0.9828662364555038
f936a498-89c7-bc15-f158-19a015db0683,channel-linear,SiriusXM Turbo,41,Music,Rock,53e4aa09-ced2-425f-85ba-b5071fd151fc,90s,90s/2000s hard rock (explicit),aem/c5/c561a46522272d6ac111f0912f09209e_1721136931.jpeg,https://www.siriusxm.com/player/channel-linear/entity/f936a498-89c7-bc15-f158-19a015db0683,0.8914319624278225
c9256031-1123-f35f-4d49-1ba4d5379258,channel-linear,90s on 9,9,Music,Pop,53e4aa09-ced2-425f-85ba-b5071fd151fc,90s,Pop hits from the 90s,if/23/239fba8a877233a08a6721983cc3cabf_1752175376.jpg,https://www.siriusxm.com/player/channel-linear/entity/c9256031-1123-f35f-4d49-1ba4d5379258,0.5147555646164337
ce813fad-3e16-1a11-482d-f844cb03d28e,channel-xtra,Happy Rock,1208,Music,Party,56e650c5-122e-4a7e-9329-ecbd8a3be5be,Happy,Feel-good rock hits,if/4f/4f25794f1e253cc4a7add0fdb6996d17_1773782222.jpg,https://www.siriusxm.com/player/channel-xtra/entity/ce813fad-3e16-1a11-482d-f844cb03d28e,1
c3a5817f-5659-8f3c-e9e1-09a41670036f,channel-xtra,Happy Oldies,1207,Music,Party,56e650c5-122e-4a7e-9329-ecbd8a3be5be,Happy,"50s, 60s & 70s upbeat hits",if/26/26e8f2a84eac3664992098e03441c57e_1773782046.jpg,https://www.siriusxm.com/player/channel-xtra/entity/c3a5817f-5659-8f3c-e9e1-09a41670036f,0.9895280417116175
e036602a-d2c1-6008-76a6-61594ef6e957,channel-xtra,Happy Country,1205,Music,Party,56e650c5-122e-4a7e-9329-ecbd8a3be5be,Happy,Feel-good country hits,if/74/7436f3a3b1253f31a8c27085b47c618c_1742411149.jpg,https://www.siriusxm.com/player/channel-xtra/entity/e036602a-d2c1-6008-76a6-61594ef6e957,0.8818205505498663
8a856b66-5375-3783-4562-16defed519c6,channel-xtra,Happy Radio,1199,Music,All Xtra,56e650c5-122e-4a7e-9329-ecbd8a3be5be,Happy,Nonstop feel-good songs,if/11/11ccc7dea89630a196db6c041248f439_1773781713.jpg,https://www.siriusxm.com/player/channel-xtra/entity/8a856b66-5375-3783-4562-16defed519c6,0.7151291487958279
9150cc82-af5c-3be3-d170-0e81d87375a8,channel-linear,Yacht Rock Radio,15,Music,Pop,6404c339-d813-4045-abfb-f6f9b7a30a68,Pop,70s/80s smooth-sailing soft rock,if/96/9672abd990a03979a8f36d48efa00ae0_1753979587.jpg,https://www.siriusxm.com/player/channel-linear/entity/9150cc82-af5c-3be3-d170-0e81d87375a8,1
95d4d8ef-55e4-8337-78f1-2fda944991d8,channel-linear,70s on 7,7,Music,Pop,6404c339-d813-4045-abfb-f6f9b7a30a68,Pop,The biggest & best 70s pop,aem/5a/5a517db9503f20edb5c7236dcff075de_1732039953.jpeg,https://www.siriusxm.com/player/channel-linear/entity/95d4d8ef-55e4-8337-78f1-2fda944991d8,1
1898923d-071d-0abd-1a62-ed0d2702d4f1,channel-linear,The Bridge,14,Music,Rock,6404c339-d813-4045-abfb-f6f9b7a30a68,Pop,Mellow classic rock,aem/81/81065708fd0c2908bf9b9418b9e16840_1699375797.jpeg,https://www.siriusxm.com/player/channel-linear/entity/1898923d-071d-0abd-1a62-ed0d2702d4f1,1
2ea07147-a720-ed0c-d4ce-d7bddd1640d3,channel-linear,80s on 8,8,Music,Pop,6404c339-d813-4045-abfb-f6f9b7a30a68,Pop,Pop hits from the MTV era,aem/07/075dec8de68b7e0505f23b4925a16822_1699375895.jpeg,https://www.siriusxm.com/player/channel-linear/entity/2ea07147-a720-ed0c-d4ce-d7bddd1640d3,0.9854633124737029
6567f2ee-4d7a-cd6d-3402-55ed6089cd0c,channel-linear,60s Gold,73,Music,Pop,6404c339-d813-4045-abfb-f6f9b7a30a68,Pop,"60s pop, soul and rock & roll",if/bd/bd07ad7f2f0f3bb2916d265e1fb6d34b_1740154122.jpg,https://www.siriusxm.com/player/channel-linear/entity/6567f2ee-4d7a-cd6d-3402-55ed6089cd0c,0.8791643383393296
520a1947-75fe-5464-fad2-75893c97ad15,channel-xtra,Acoustic Guitar Instrumentals,1168,Music,Instrumentals,660eb821-c4f9-46a5-9bc6-ca55ea9a835f,Relax,24/7 acoustic ambience,aem/3f/3f3819316979cde7c12ecacb669d740e_1715090191.jpeg,https://www.siriusxm.com/player/channel-xtra/entity/520a1947-75fe-5464-fad2-75893c97ad15,1
9150cc82-af5c-3be3-d170-0e81d87375a8,channel-linear,Yacht Rock Radio,15,Music,Pop,660eb821-c4f9-46a5-9bc6-ca55ea9a835f,Relax,70s/80s smooth-sailing soft rock,if/96/9672abd990a03979a8f36d48efa00ae0_1753979587.jpg,https://www.siriusxm.com/player/channel-linear/entity/9150cc82-af5c-3be3-d170-0e81d87375a8,1
1898923d-071d-0abd-1a62-ed0d2702d4f1,channel-linear,The Bridge,14,Music,Rock,660eb821-c4f9-46a5-9bc6-ca55ea9a835f,Relax,Mellow classic rock,aem/81/81065708fd0c2908bf9b9418b9e16840_1699375797.jpeg,https://www.siriusxm.com/player/channel-linear/entity/1898923d-071d-0abd-1a62-ed0d2702d4f1,1
bda81f03-f231-d4db-56ad-40cb132c5663,channel-linear,The Blend,16,Music,Pop,660eb821-c4f9-46a5-9bc6-ca55ea9a835f,Relax,Nice & easy 70s & 80s pop,aem/3e/3e010d614577d42064a57d0ce72e0118_1699375604.jpeg,https://www.siriusxm.com/player/channel-linear/entity/bda81f03-f231-d4db-56ad-40cb132c5663,0.762154681718078
